titles,authors,informs
숙모들,카린 티드베크 저,"“유리감옥을 깨뜨려라!” SF 소설의 페미니즘 르네상스를 이끌어온 전 세계 여성 작가들의 주옥 같은 작품을 가려 모았다. 오늘날 SF 소설계에서 가장 인정받는 편집팀으로서 여러 상을 수상하기도 한 앤 밴더미어와 제프 밴더미어 부부가 선정하고 구성한 뛰어난 페미니즘 SF 선집이다. 1960년대 작품부터 동시대 작품까지 두루 포함하는 이 선집은 페미니즘 담론의 확장을 추구하는 동시에 상상력 넘치는 풍성한 생각거리로 독자들을 이끈다. 이 걸작선은 SF와 페미니즘의 연관관계를 보여 주는 대담한 사례들을 모았다. 조안나 러스의 고전 <그들이 돌아온다 해도>에서부터 에일린 건의 <중간관리자를 위한 안정화 전략> 같은 풍자적인 작품까지, 이 영역의 작업들이 가지는 강렬한 집중도를 드러낸다. 캐서린 M. 밸런트와 같은 주목받는 작가들과 함께 반다나 싱, 히로미 고토와 같은 전 세계 작가들의 작품을 포함한 이 선집은 페미니즘의 다양한 목소리들을 담아낸다. 이 선집은 동시대 소설과 페미니즘의 두 측면에서 새로운 전선들로 사고를 확장한다. 환상적인 작품에서 미래지향적 작품으로, 신비로운 작품에서 초현실적인 작품으로 옮겨가는 이야기들은 지금 우리가 접할 수 있는 어떤 책과도 다른 페미니즘을 향한 생각들과 감정들을 불러일으킨다. “SF 소설이 가진 남다른 정치적 힘을 보여주는 꼭 필요한, 잘 가려 뽑은 선집.” - <커커스 리뷰> “여기 수록된 이야기들은 우리가 원했던 바로 그 일을 해낸다. 진부한 설정들을 찢어발기고, 젠더와 그 함의에 의문을 던지고, 풍자와 유머와 사회적 징후와 규정들에 대한 날카로운 지적 분석을 동반한 의도적 무지를 이용하여 정체성을 들여다본다.” - 마베쉬 무라드, <토르닷컴> “지난 수십 년간 여성 SF 작가들이 이룬 가장 빛나는 성과들을 엮은 다채롭고 놀라운 선집이다.” - 앤드류 앤드류스, ‘truereviewonline.com’ “저자들은 모두 페미니스트이며 SF 소설 혁명의 자매들이다. 그러므로 그들의 역할은 가능한 세계와 존재의 방식들을 탐험하는 것이며, 그려진 시나리오들로부터 각자의 교훈을 끌어내는 것은 독자들의 몫이다.” - 에리카 스미스, <피스 뉴스> “페미니스트든 아니든 SF 소설 팬이라면 누구나 반드시 읽어야 할 필독서이며, 이런저런 여성학 관련 학습과정을 짤 때 활용할 수 있는 흥미로운 텍스트가 될 것이다.” - 다이앤 칸스, ‘worldliteraturetoday.org’ “이 매혹적인 선집은 뉴웨이브 SF와 페미니즘 사변소설계의 경향들이 어떻게 여성과 페미니즘에 관한 문화와 관점의 변화들을 반영하고 있는지 보여준다.” - 바네사 부시, <북리스트> “이 책에 실린 작품들은 모두 여성들이 세계와 맺고 있는 관계의 양상들을 탐구한다. 이 작품들은 사회적 역할과 성역할, 성별, 연애 관계, 일과의 관계에 주목한다.” - 일레인 갤러퍼, <인터존> “이 책은 우리 모두가 연루돼 있는 장르와 젠더, 문화와 맥락에 관한 논의에서 빠질 수 없는 강력하고도 귀중한 선집이다.” - 캐리 스페링, <스트레인지호라이즌닷컴> “밴더미어 부부가 페미니즘 면에서든 다른 어떤 면에서든 근래 들어 최고의 SF 선집이라 할 만한 걸 엮어냈다.” - 일리저베스 핸드, <로스앤젤레스 타임즈> “주제에 맞게 배열된 작품들은 각각의 작품을 가장 선명하게 조명해내는 도발적이고 극적인 배치를 통해 서로 흘러들고 또 서로 반발한다.” - 《퍼블리셔스 위클리》 “편집자들은 이 선집을 얻기 위해 넓게 멀리까지 작품들을 뒤졌다. 다양한 SF의 향연. 장르와 정치적 성향을 떠나 이 책은 훌륭한 선집이다.” - 키스 브룩, 《가디언》 “이 ‘고도로 잘 정돈된’ 페미니즘 SF 선집에는 분명하게 밴더미어 부부의 도장이 찍혀 있다. 이 선집은 호러와 판타지를 포함한 사변소설의 모든 장르를 아우를 뿐만 아니라 이런 주제의 선집에 대한 모두의 기대를 뛰어넘으며 상당한 분량의 초현실적이고 기괴한 작품들까지 선보인다.” - 귀네스 존스, 《뉴욕 SF 리뷰》"
치자꽃 향기의 여인,이수광 저,"강원도 원미군에서 일어나는 도끼 연쇄살인 사건. 그 진실은? 죽음조차 거부할 수 없는 신비로운 동화 속 사랑. 노르웨이 숲에 눈보라가 휘몰아치면 치자 꽃 향기의 슬픈 사랑이 시작된다. [내 몸에는 악마의 피가 흐르고 있습니다. 언젠가, 그것이 언제인지는 알 수 없으나 내 몸에 흐르는 악마의 피가 발작을 하면 나는 피를 찾아 숲을 헤맸죠. 그러나 그것은 10년의 이야기. 그 사건들은 사람들의 기억에서 잊혀져 갔고, 이제는 전설처럼 레테의 강 저편으로 사라져 가고 있습니다. 그러나 결코 잊혀지지 않고 잊어 버릴 수 없는 것들이 있습니다. 노르웨이 숲에서 웃음 짓던 노먼 러시…] 눈보라가 자욱하게 몰아치는 노르웨이의 전나무 숲과 몽환적인 분위기의 백야. 그리고 한국의 포플러 숲이 대비되는 배경은 섬뜩한 살인사건을 다루고 있으면서도 독자들을 안개가 자욱한 신비로운 동화 속 세계로 인도한다. <치자 꽃 향기의 여인> 강원도 원미군에서 여자를 상대로 한 도끼 살인이 연쇄적으로 일어난다. 피해자는 시간이 지날수록 늘어나지만 경찰에선 명확한 증거를 포착할 수 없어 수사에 난항을 겪는다. 어느 날, 은지는 자신의 이모가 도끼 살인마에게 살해당하는 꿈을 꾸게 되고, 그 꿈이 현실로 재현된 것을 알게 된다. 그 이후 계속 연쇄살인 대한 환영이 보이자 은지는 사건의 정황을 편지로 적어 수사팀장인 이강호 형사에게 전해준다. 병원에 입원해 있던 은지가 갑자기 사라진다. 이강호 형사는 은지를 찾기 위해 포플러 숲으로 나서고 그곳에서 은지를 구하고 정신질환자 고재극을 죽인다. 연쇄살인범을 잡았다고 안도한 경찰은 사건을 종료한다. 하지만 김은지는 또 다른 사건을 예견하는 꿈을 꾸게 되고 범인이 고재극이 아닐 것이라고 확신하게 되는데…"
아내를 위하여,토마스 하디 저,바다로 떠난 남편과 자식들을 기다리는 한 여인의 삶을 그린 소설
웨이크필드 (세계환상문학걸작선 제1권),너새니얼 호손 저,"제목 웨이크필드는 주인공의 이름이다. 그는 여행을 간다며 집을 나선 뒤 자기 집 근처에 숙소를 얻어 아내와 친구들 모르게 20년 넘게 산다. 아내는 오랜 과부 생활을 이어간다. 어느 날 저녁, 그는 하루 만에 돌아오는 사람처럼 집으로 돌아와 죽을 때까지 다정한 배우자가 되었다. 대체 그에게 무슨 일이 있었던 것일까? 아르헨티나 문호 보르헤스는 이 작품을 호손의 가장 훌륭한 단편, 서양문학사에서 가장 훌륭한 걸작 가운데 하나라고 극찬했다."
팝콘 전쟁,류연웅 저,"“교장은 시험성적이 우수한 학생들에게만 팝콘을 주었다. 그래서 우리는 팝콘기계를 샀다.” 점심 시간마다 교장은 팝콘을 튀긴다. 그리고 공부 잘 하는 학생들에게만 나눠준다. 차별에 분노한 학생들은, 돈을 걷어서 팝콘기계를 산다. 모두 함께 팝콘을 나눠먹는 파티를 벌일 계획이다. 하지만 도중에 생활부장에게 발각되고 말고, 학생들은 팝콘기계를 뺏기지 않기 위해 저항하는데… 성적지상주의 학교에서 펼쳐지는 팝콘처럼 고소하고, 톡톡 튀는 세기말 복수극."
목사의 검은 베일 (세계환상문학걸작선 제1권),너새니얼 호손 저,어느 날 갑자기 후퍼 목사가 검은 베일을 쓰고 나타나 평생 베일을 벗을 수 없다고 선언한다. 교구민들은 혼란에 빠진다. 그러나 그날의 설교는 이전 그 어떤 설교보다 깊은 감동을 불러일으킨다. 후퍼 목사는 무엇을 숨기려 한 것일까? 그의 설교에 신도들이 몸과 마음을 떠는 이유는 무엇일까? 호손의 알레고리 사용이 가장 두드러진 작품이다. 베일은 무엇을 상징하는 것일까?
[단편] 날씨와 생활,은희경 저,"1995년 등단한 이래, 서정적 감수성과 냉철한 관찰력을 결합한 유머러스한 필치로 현대인의 삶의 조건을 예리하게 묘파하는 화제작을 선보였던 은희경의 5년 만의 신작 소설집이 출간되었다. 단편의 특성을 최대한 살려 형식과 내용의 다양성을 시도하며 공들여 쓴 중단편 6편이 실려 있다. 매편마다 개성과 색깔이 제각각 뚜렷하지만, 비루하고 초라한 삶들을 조용하게 연민하며 공감의 시선을 보내는 점과, 특유의 경쾌한 문체는 한결같이 빛을 발한다. ‘아버지’라는 존재를 포함한 가족관계 속에서 삶과 정체를 탐구했던 이전의 작품들과 달리, 현대의 고독하고도 분열적인 인물을 다루고, 그 소소한 일상의 국면에서 희극적이거나 비극적인 상황에 주목하는 은희경 특유의 섬세한 시선과 서사가 빛을 발하는 소설집이다. 2006년 황순원문학상 최종후보작이던 표제작 「아름다움이 나를 멸시한다」에서는 서른다섯번째 생일날, 가족을 버린 아버지가 위독하다는 전화를 받고 다이어트를 결심하는 남자가 주인공으로 등장한다. 이 작품에서는 전작이었던 장편 『비밀과 거짓말』이나 소설집 『상속』의 표제작에서 은희경이 바라보던 ‘가족’과 ‘아버지’의 모습과 사뭇 다르다. 어릴 적 아버지와 만나던 이태리 식당에 걸려 있던 보띠첼리의 「비너스의 탄생」을 잊을 수 없었지만, 어렸을 때부터 아버지에게는 뚱뚱한 모습만을 보였고, 이제 돌아가실 날이 멀지 않은 아버지에게 달라진 모습을 보여주고 싶은 것이다. 매일 먹는 밥을 거부하는 다이어트란 결국 인간의 문명화와도 밀접한 연관이 있다고 주장하는 주인공은, 끝내 아버지가 돌아가신 후에야 달라진 모습으로 빈소를 찾고, 아버지는 「비너스의 탄생」을 유품으로 남긴다. “모든 아름다운 것들”이 자신을 거부하는 현실에서 가족과 아버지에 대한 부정이 음식에 대한 거부와 연결된다."
조한철이 읽는 슈테판 츠바이크의 책벌레 멘델,슈테판 츠바이크 저,"책벌레 멘델 (Buchmendel) 야코프 멘델은 책에 관한 한 백과사전 저리 가라 할 정도의 방대한 지식과 정보를 가진 책장수다. 그러나 1915년 전쟁이 발발하며 모든 것을 뒤바꿔 놓는다. 멘델이 겪는 비극은 예술과 문화의 상징이었던 유럽의 중심지, 오스트리아 빈의 몰락과도 맞물린다."
장용철이 읽는 브루노 슐츠의 모래시계 요양원,브루노 슐츠 저,"모래시계 요양원(Sanatorium pod Klepsydrą) 다른 슐츠 작품과 마찬가지로 차근차근 이야기가 이어지는 것이라 아니라 생각과 풍경이 마구 뒤섞인 사실적이면서도 비현실적이고, 희극적이면서도 그로테스크한 작품이다. 소설 화자가 실제로는 죽음의 세계로 떠나버린 아버지를 방문하는 과정을 그린다. 요양원 그곳에선 시간이 제멋대로 흘러가고 검은 개들이 출몰한다. 마을에서 도망쳐 나오지만 탈출구는 없다."
박지일이 읽는 헨리 제임스의 진짜,헨리 제임스 저,"진짜(The Real Thing) 영어 원제는 ‘The Real Thing’이다. 현실과 환상, 실재와 재현, 진짜와 가짜의 대립 등 만년의 작가를 사로잡은 주제가 주된 모티프이다. 한 화가와 귀족 부부 모델의 이야기를 통해 진짜와 가짜가 뒤섞이는 시대의 분열과 곤궁을 그린다. 귀족 부부에 대한 소설 화자인 화가의 혐오와 연민은 시대착오성에 대한 혐오인 동시에 사라지고 있는 ‘진짜’에 대한 연민이다."
이브의 일기,마크 트웨인 저,"아담을 만난 이브는 아담을 어떻게 생각 했을까? 이브의 이야기를 마크 트웨인 특유의 문체와 기법으로 풀어나간 흥미 있는 작품이다. 월요일: 오늘 아침 나는 그에게 내 이름을 말했다. 그가 관심을 가지리라 기대하면서 그러나 그는 별로 좋아하지 않았다. 이상하다. 그가 자기 이름을 말해 준다면, 난 즐거워할 텐데. 다른 어떤 소리보다 내 귀를 즐겁게 하는 것일 텐데…"
