titles,authors,informs
숙모들,카린 티드베크 저,"“유리감옥을 깨뜨려라!” SF 소설의 페미니즘 르네상스를 이끌어온 전 세계 여성 작가들의 주옥 같은 작품을 가려 모았다. 오늘날 SF 소설계에서 가장 인정받는 편집팀으로서 여러 상을 수상하기도 한 앤 밴더미어와 제프 밴더미어 부부가 선정하고 구성한 뛰어난 페미니즘 SF 선집이다. 1960년대 작품부터 동시대 작품까지 두루 포함하는 이 선집은 페미니즘 담론의 확장을 추구하는 동시에 상상력 넘치는 풍성한 생각거리로 독자들을 이끈다. 이 걸작선은 SF와 페미니즘의 연관관계를 보여 주는 대담한 사례들을 모았다. 조안나 러스의 고전 <그들이 돌아온다 해도>에서부터 에일린 건의 <중간관리자를 위한 안정화 전략> 같은 풍자적인 작품까지, 이 영역의 작업들이 가지는 강렬한 집중도를 드러낸다. 캐서린 M. 밸런트와 같은 주목받는 작가들과 함께 반다나 싱, 히로미 고토와 같은 전 세계 작가들의 작품을 포함한 이 선집은 페미니즘의 다양한 목소리들을 담아낸다. 이 선집은 동시대 소설과 페미니즘의 두 측면에서 새로운 전선들로 사고를 확장한다. 환상적인 작품에서 미래지향적 작품으로, 신비로운 작품에서 초현실적인 작품으로 옮겨가는 이야기들은 지금 우리가 접할 수 있는 어떤 책과도 다른 페미니즘을 향한 생각들과 감정들을 불러일으킨다. “SF 소설이 가진 남다른 정치적 힘을 보여주는 꼭 필요한, 잘 가려 뽑은 선집.” - <커커스 리뷰> “여기 수록된 이야기들은 우리가 원했던 바로 그 일을 해낸다. 진부한 설정들을 찢어발기고, 젠더와 그 함의에 의문을 던지고, 풍자와 유머와 사회적 징후와 규정들에 대한 날카로운 지적 분석을 동반한 의도적 무지를 이용하여 정체성을 들여다본다.” - 마베쉬 무라드, <토르닷컴> “지난 수십 년간 여성 SF 작가들이 이룬 가장 빛나는 성과들을 엮은 다채롭고 놀라운 선집이다.” - 앤드류 앤드류스, ‘truereviewonline.com’ “저자들은 모두 페미니스트이며 SF 소설 혁명의 자매들이다. 그러므로 그들의 역할은 가능한 세계와 존재의 방식들을 탐험하는 것이며, 그려진 시나리오들로부터 각자의 교훈을 끌어내는 것은 독자들의 몫이다.” - 에리카 스미스, <피스 뉴스> “페미니스트든 아니든 SF 소설 팬이라면 누구나 반드시 읽어야 할 필독서이며, 이런저런 여성학 관련 학습과정을 짤 때 활용할 수 있는 흥미로운 텍스트가 될 것이다.” - 다이앤 칸스, ‘worldliteraturetoday.org’ “이 매혹적인 선집은 뉴웨이브 SF와 페미니즘 사변소설계의 경향들이 어떻게 여성과 페미니즘에 관한 문화와 관점의 변화들을 반영하고 있는지 보여준다.” - 바네사 부시, <북리스트> “이 책에 실린 작품들은 모두 여성들이 세계와 맺고 있는 관계의 양상들을 탐구한다. 이 작품들은 사회적 역할과 성역할, 성별, 연애 관계, 일과의 관계에 주목한다.” - 일레인 갤러퍼, <인터존> “이 책은 우리 모두가 연루돼 있는 장르와 젠더, 문화와 맥락에 관한 논의에서 빠질 수 없는 강력하고도 귀중한 선집이다.” - 캐리 스페링, <스트레인지호라이즌닷컴> “밴더미어 부부가 페미니즘 면에서든 다른 어떤 면에서든 근래 들어 최고의 SF 선집이라 할 만한 걸 엮어냈다.” - 일리저베스 핸드, <로스앤젤레스 타임즈> “주제에 맞게 배열된 작품들은 각각의 작품을 가장 선명하게 조명해내는 도발적이고 극적인 배치를 통해 서로 흘러들고 또 서로 반발한다.” - 《퍼블리셔스 위클리》 “편집자들은 이 선집을 얻기 위해 넓게 멀리까지 작품들을 뒤졌다. 다양한 SF의 향연. 장르와 정치적 성향을 떠나 이 책은 훌륭한 선집이다.” - 키스 브룩, 《가디언》 “이 ‘고도로 잘 정돈된’ 페미니즘 SF 선집에는 분명하게 밴더미어 부부의 도장이 찍혀 있다. 이 선집은 호러와 판타지를 포함한 사변소설의 모든 장르를 아우를 뿐만 아니라 이런 주제의 선집에 대한 모두의 기대를 뛰어넘으며 상당한 분량의 초현실적이고 기괴한 작품들까지 선보인다.” - 귀네스 존스, 《뉴욕 SF 리뷰》"
치자꽃 향기의 여인,이수광 저,"강원도 원미군에서 일어나는 도끼 연쇄살인 사건. 그 진실은? 죽음조차 거부할 수 없는 신비로운 동화 속 사랑. 노르웨이 숲에 눈보라가 휘몰아치면 치자 꽃 향기의 슬픈 사랑이 시작된다. [내 몸에는 악마의 피가 흐르고 있습니다. 언젠가, 그것이 언제인지는 알 수 없으나 내 몸에 흐르는 악마의 피가 발작을 하면 나는 피를 찾아 숲을 헤맸죠. 그러나 그것은 10년의 이야기. 그 사건들은 사람들의 기억에서 잊혀져 갔고, 이제는 전설처럼 레테의 강 저편으로 사라져 가고 있습니다. 그러나 결코 잊혀지지 않고 잊어 버릴 수 없는 것들이 있습니다. 노르웨이 숲에서 웃음 짓던 노먼 러시…] 눈보라가 자욱하게 몰아치는 노르웨이의 전나무 숲과 몽환적인 분위기의 백야. 그리고 한국의 포플러 숲이 대비되는 배경은 섬뜩한 살인사건을 다루고 있으면서도 독자들을 안개가 자욱한 신비로운 동화 속 세계로 인도한다. <치자 꽃 향기의 여인> 강원도 원미군에서 여자를 상대로 한 도끼 살인이 연쇄적으로 일어난다. 피해자는 시간이 지날수록 늘어나지만 경찰에선 명확한 증거를 포착할 수 없어 수사에 난항을 겪는다. 어느 날, 은지는 자신의 이모가 도끼 살인마에게 살해당하는 꿈을 꾸게 되고, 그 꿈이 현실로 재현된 것을 알게 된다. 그 이후 계속 연쇄살인 대한 환영이 보이자 은지는 사건의 정황을 편지로 적어 수사팀장인 이강호 형사에게 전해준다. 병원에 입원해 있던 은지가 갑자기 사라진다. 이강호 형사는 은지를 찾기 위해 포플러 숲으로 나서고 그곳에서 은지를 구하고 정신질환자 고재극을 죽인다. 연쇄살인범을 잡았다고 안도한 경찰은 사건을 종료한다. 하지만 김은지는 또 다른 사건을 예견하는 꿈을 꾸게 되고 범인이 고재극이 아닐 것이라고 확신하게 되는데…"
아내를 위하여,토마스 하디 저,바다로 떠난 남편과 자식들을 기다리는 한 여인의 삶을 그린 소설
웨이크필드 (세계환상문학걸작선 제1권),너새니얼 호손 저,"제목 웨이크필드는 주인공의 이름이다. 그는 여행을 간다며 집을 나선 뒤 자기 집 근처에 숙소를 얻어 아내와 친구들 모르게 20년 넘게 산다. 아내는 오랜 과부 생활을 이어간다. 어느 날 저녁, 그는 하루 만에 돌아오는 사람처럼 집으로 돌아와 죽을 때까지 다정한 배우자가 되었다. 대체 그에게 무슨 일이 있었던 것일까? 아르헨티나 문호 보르헤스는 이 작품을 호손의 가장 훌륭한 단편, 서양문학사에서 가장 훌륭한 걸작 가운데 하나라고 극찬했다."
팝콘 전쟁,류연웅 저,"“교장은 시험성적이 우수한 학생들에게만 팝콘을 주었다. 그래서 우리는 팝콘기계를 샀다.” 점심 시간마다 교장은 팝콘을 튀긴다. 그리고 공부 잘 하는 학생들에게만 나눠준다. 차별에 분노한 학생들은, 돈을 걷어서 팝콘기계를 산다. 모두 함께 팝콘을 나눠먹는 파티를 벌일 계획이다. 하지만 도중에 생활부장에게 발각되고 말고, 학생들은 팝콘기계를 뺏기지 않기 위해 저항하는데… 성적지상주의 학교에서 펼쳐지는 팝콘처럼 고소하고, 톡톡 튀는 세기말 복수극."
목사의 검은 베일 (세계환상문학걸작선 제1권),너새니얼 호손 저,어느 날 갑자기 후퍼 목사가 검은 베일을 쓰고 나타나 평생 베일을 벗을 수 없다고 선언한다. 교구민들은 혼란에 빠진다. 그러나 그날의 설교는 이전 그 어떤 설교보다 깊은 감동을 불러일으킨다. 후퍼 목사는 무엇을 숨기려 한 것일까? 그의 설교에 신도들이 몸과 마음을 떠는 이유는 무엇일까? 호손의 알레고리 사용이 가장 두드러진 작품이다. 베일은 무엇을 상징하는 것일까?
[단편] 날씨와 생활,은희경 저,"1995년 등단한 이래, 서정적 감수성과 냉철한 관찰력을 결합한 유머러스한 필치로 현대인의 삶의 조건을 예리하게 묘파하는 화제작을 선보였던 은희경의 5년 만의 신작 소설집이 출간되었다. 단편의 특성을 최대한 살려 형식과 내용의 다양성을 시도하며 공들여 쓴 중단편 6편이 실려 있다. 매편마다 개성과 색깔이 제각각 뚜렷하지만, 비루하고 초라한 삶들을 조용하게 연민하며 공감의 시선을 보내는 점과, 특유의 경쾌한 문체는 한결같이 빛을 발한다. ‘아버지’라는 존재를 포함한 가족관계 속에서 삶과 정체를 탐구했던 이전의 작품들과 달리, 현대의 고독하고도 분열적인 인물을 다루고, 그 소소한 일상의 국면에서 희극적이거나 비극적인 상황에 주목하는 은희경 특유의 섬세한 시선과 서사가 빛을 발하는 소설집이다. 2006년 황순원문학상 최종후보작이던 표제작 「아름다움이 나를 멸시한다」에서는 서른다섯번째 생일날, 가족을 버린 아버지가 위독하다는 전화를 받고 다이어트를 결심하는 남자가 주인공으로 등장한다. 이 작품에서는 전작이었던 장편 『비밀과 거짓말』이나 소설집 『상속』의 표제작에서 은희경이 바라보던 ‘가족’과 ‘아버지’의 모습과 사뭇 다르다. 어릴 적 아버지와 만나던 이태리 식당에 걸려 있던 보띠첼리의 「비너스의 탄생」을 잊을 수 없었지만, 어렸을 때부터 아버지에게는 뚱뚱한 모습만을 보였고, 이제 돌아가실 날이 멀지 않은 아버지에게 달라진 모습을 보여주고 싶은 것이다. 매일 먹는 밥을 거부하는 다이어트란 결국 인간의 문명화와도 밀접한 연관이 있다고 주장하는 주인공은, 끝내 아버지가 돌아가신 후에야 달라진 모습으로 빈소를 찾고, 아버지는 「비너스의 탄생」을 유품으로 남긴다. “모든 아름다운 것들”이 자신을 거부하는 현실에서 가족과 아버지에 대한 부정이 음식에 대한 거부와 연결된다."
조한철이 읽는 슈테판 츠바이크의 책벌레 멘델,슈테판 츠바이크 저,"책벌레 멘델 (Buchmendel) 야코프 멘델은 책에 관한 한 백과사전 저리 가라 할 정도의 방대한 지식과 정보를 가진 책장수다. 그러나 1915년 전쟁이 발발하며 모든 것을 뒤바꿔 놓는다. 멘델이 겪는 비극은 예술과 문화의 상징이었던 유럽의 중심지, 오스트리아 빈의 몰락과도 맞물린다."
장용철이 읽는 브루노 슐츠의 모래시계 요양원,브루노 슐츠 저,"모래시계 요양원(Sanatorium pod Klepsydrą) 다른 슐츠 작품과 마찬가지로 차근차근 이야기가 이어지는 것이라 아니라 생각과 풍경이 마구 뒤섞인 사실적이면서도 비현실적이고, 희극적이면서도 그로테스크한 작품이다. 소설 화자가 실제로는 죽음의 세계로 떠나버린 아버지를 방문하는 과정을 그린다. 요양원 그곳에선 시간이 제멋대로 흘러가고 검은 개들이 출몰한다. 마을에서 도망쳐 나오지만 탈출구는 없다."
박지일이 읽는 헨리 제임스의 진짜,헨리 제임스 저,"진짜(The Real Thing) 영어 원제는 ‘The Real Thing’이다. 현실과 환상, 실재와 재현, 진짜와 가짜의 대립 등 만년의 작가를 사로잡은 주제가 주된 모티프이다. 한 화가와 귀족 부부 모델의 이야기를 통해 진짜와 가짜가 뒤섞이는 시대의 분열과 곤궁을 그린다. 귀족 부부에 대한 소설 화자인 화가의 혐오와 연민은 시대착오성에 대한 혐오인 동시에 사라지고 있는 ‘진짜’에 대한 연민이다."
이브의 일기,마크 트웨인 저,"아담을 만난 이브는 아담을 어떻게 생각 했을까? 이브의 이야기를 마크 트웨인 특유의 문체와 기법으로 풀어나간 흥미 있는 작품이다. 월요일: 오늘 아침 나는 그에게 내 이름을 말했다. 그가 관심을 가지리라 기대하면서 그러나 그는 별로 좋아하지 않았다. 이상하다. 그가 자기 이름을 말해 준다면, 난 즐거워할 텐데. 다른 어떤 소리보다 내 귀를 즐겁게 하는 것일 텐데…"
샴록 존스의 모험,오 헨리 저,"미국의 단편작가 오 헨리가 마치 홈즈와 왓슨을 모델로 쓴 듯한 단편, 오 헨리의 추리소설 시도로 본다면 흥미 있을 것 같은 작품이다."
빈처,현진건 저,"1921년 1월 ""개벽""에 발표된 단편소설로, 무명작가 부부의 사소한 일상 생활 모습을 통하여 아내의 헌신적인 내조와 그가 생각하는 내적 욕구를 담담하게 묘사한 작품"
나혜석의 경희,나혜석 저,"경희는 혼기가 꽉 찬 열아홉 소녀이다. 일본에서 공부를 하다 1년에 한 번 씩 집으로 돌아오는데, 그 때마다 집 안에 활기가 돈다. 모두가 부럽고 기특한 마음으로 경희를 바라보는 와중에 아버지 이철원은 혼담 하나를 들고 나오는데……. 나혜석의 경희를 현대적 해석에 맞춰 재구성한 작품이다. 당시 신여성, 여학생에 대한 편견을 알 수 있고, 그들의 고민을 느껴볼 수 있다."
찰스 오거스터스 밀버턴 - 세계 미스터리 고전문학,아서 코난 도일 저,"세계 유명 작가들의 미스터리 고전을 엄선하여 소개하는 시리즈의 서른세 번째 작품! 런던 최고의 악당 찰스 오거스터스 밀버턴 그의 음모를 막기 위해 홈즈와 왓슨은 범죄의 길로 들어선다 은밀하게 잠입에 성공한 그들의 눈앞에 펼쳐진 광경은? 《출판사서평》 추리의 세계는 언제나 흥미진진하다. 공상의 세계 역시 흥미진진하기는 하지만 그것은 현실과 상관없이 펼쳐지기도 한다. 고립된 독방에서도 너른 세상의 수많은 사람들과 다채로운 일들을 떠올리게 해주는 것이 공상이다. 물론 이것도 개인의 경험을 바탕으로 펼쳐지기는 하지만 거기에 논리성 같은 것은 필요 없어서 이 사건이 저 사건과 하나가 되기도 하고 한 사건이 전혀 연관성 없는 다른 세계로 펼쳐지기도 한다. 하지만 추리는 언제나 현실에 기반을 두고 있다. 하나의 사건 속에서 벌어진 일들은 서로가 밀접한 관계를 맺고 있으나 주의해서 잘 관찰하지 않으면 아무런 관계가 없이 벌어진 일처럼 보이기도 한다. 그렇기 때문에 추리에서는 세심한 관찰과 풍부한 지식이 무엇보다 중요한데, 관찰에서 놓치는 부분이 있으면 결론에 이르기까지의 연결고리가 끊어져 결론에 이르지 못하거나 억측을 낳아 전혀 엉뚱한 곳에 다다르게 되고, 풍부한 지식이 없으면 관찰을 통해 밝혀낸 사실들의 참된 의미를 알지 못해 결정적인 사항을 놓치거나 역시 엉뚱한 결론에 다다르게 되기 때문이다. 따라서 추리에는 관찰과 지식, 그리고 논리성이 절대적이다. 이번 시리즈에서는 세계적 명성을 얻은 작가들의 추리소설을 소개하겠다. 그들이 펼쳐 보이는 화려한 추리의 세계를 통해 재미와 함께, 정확한 추리를 위해서는 무엇을 관찰해야 하는지 또 관찰을 통해 얻은 사실은 무엇을 의미하는지 그러한 사실들을 어떻게 논리적으로 연결 지어야 하는지, 그 과정을 배워보기 바란다."
허기,반다나 싱 저,"“이제 알았어, 난 행성이야. 여자, 아내, 어머니 그런 거 말고.” 어슐러 K. 르 귄이 극찬한 인도 출신의 페미니즘 SF 작가, 더 이상 아내이기를, 어머니이기를, 여자이기를 거부한 바로 당신의 이야기! 아내가 선언했다. “마침내 내가 무엇인지 알았어. 나는 행성이야. 나는 인간이었고, 여자였고, 아내이자 어머니였지. 나는 내게 그런 거 말고 뭔가 다른 건 없을까 늘 궁금했어. 이제 알았어. 난 행성이야.” 어리석은 남편은 대답한다. “당신은 행성이 아니야, 미친 거지.” 어느 아침 잠에서 깬 여자들은 발견한다. 낯선 침대 위 낯선 짐승이 옆에 누워 있는 것을. 그리고 그 짐승이 한때 사랑했던, 혹은 거의 사랑한다고 생각할 뻔했던 남편이라는 것을. 그리고 그녀들은 여행을 준비한다. 신화와 설화가 잉태한 꿈이 있고, 수학과 물리가 힘겹게 밝혀가고 있는 비밀스러운 우주의 신비가 있는 미지의 세계로. 어리석은 남편들은 아내의 마지막 경고를 새겨 들었어야 했다. “아직, 나는 당신을 떠나고 싶지 않아, 아직은.” 어느 날 자신이 사랑하는 소설 외에는 아무것도 만날 수 없을 때(혹은 만나고 싶지 않을 때), 그때 ‘우주 저 너머로’ 가는 이야기를 집어 들고 마는 외로운 SF 독자의 친구들이 가득한 책, ‘가장 덜 SF다운 SF’의 경계에서 부드럽게 당신을 위로해 줄 어느 여름밤 꿈 같은 이야기들. 어서 오세요. 반다나 싱의 따뜻한 우주입니다. “가장 유망하고 독창적인 젊은 작가” - 어슐러 K. 르 귄 “끝이 보이지 않는다. 계속 새로운 시작이다.” - <워싱턴 포스트>"
슈뢰딩거의 아이들,최의택 저,"2050년대 근미래 대한민국, 세계 최초의 완전몰입형 가상현실 중고등학교 ‘학당’이 문을 열고 이제 학생들은 모두 자신만의 ‘아바타’의 모습으로 실제 학교와 똑같은 모습의 ‘학당’에 등교한다. 그런데 학생들 사이에 정체를 알 수 없는 유령 같은 모습이 종종 목격되고, 그 유령의 정체는 ‘학당’의 두 번째 입학식 날 놀라운 사건과 함께 밝혀지게 되지만, 작가가 ‘청소년 범죄소설’이라고도 부른 ‘우리들’의 이야기는 그때부터 본격적으로 시작되는데…. 《슈뢰딩거의 아이들》은 제1회 문윤성 SF 문학상 심사를 맡았던 김초엽 작가, 민규동 영화감독, 이다혜 기자로부터 “다양한 정체성을 지니면서도 정체성만으로 환원되지 않는 입체적인 인물 조형이 매우 인상적이며, 기술을 통한 격리와 배제에 대한 문제의식을 설득력 있게 전달했다”는 평을 받으며 심사위원 만장일치로 대상을 수상했다."
병속의 작은 도깨비,로버트 L. 스티븐슨 저,"병속에 들어있는 작은 도깨비가 병을 가진 사람의 소원을 들어주지만…. 보물섬의 작가 스티븐슨은 요양을 위해 사모아의 외딴 섬에서 살다가 생을 마쳤다. 그 곳에서도 계속 작품활동을 지속했는데 사모아 섬의 분위기와 원주인, 병약한 자신의 심정이 잘 묻어나는 독특한 작품이다."
서혜정이 읽어주는 나관중의 삼국지 (상),나관중 저,"동양인의 원초적 사고와 처세의 기본이 담겨있는 삼국지. 후한 말기 조정이외척과 간신들에 의해 좌우되어 민심이 흉흉한 가운데 나라를 구하려는 지사와 호걸들이 방방곡곡에서 떨쳐 일어났다. 그중 천하를 평정하려는 세 호걸이 있었으니 바로 유비, 관우, 장비였다. 이들은 난세의간웅 조조와 강남의 손책과 더불어 천하를 쟁팽하려는 뜻을 품고 간신배의 우두머리 동탁을 타도하기에 이른다. 유비는 조조와 손책, 원술 등의 강대한 세력들의 틈바구니에서 한편으로는 의병을 규합하고 다른 한편으로는 뛰어난 자략가인 제갈량을 끌어들이려고 노력하는데... [전3권]"
비둘기 공주의 비밀,김이환 저,마법에 걸린 공주는 비둘기가 돼서 환생한 자신의 연인을 찾아 도시를 날고 있다. 잃어버린 사랑을 찾아 하늘을 날고 있다는 상상을 해본 적이 있는가? 햇살 가득한 도시의 한켠에서 꽃을 가꾸고 있는 착하게 생긴 남자가 연인이라면… 이 동화속의 상상력이 드라마로 재탄생했다. 국내 최대 문학 사이트인 조아라닷컴 오디오 드라마 공모전 수상작이다. 4B 연필로 예쁘게 그려낸 사랑이야기. 마법과 전생 그리고 밝혀지는 비밀은 원근감을 주고 명암을 나타내고 있다.
악어 (세계환상문학걸작선 제1권),표도르 미하일로비치 도스토옙스키 저,"풍자와 우화, 그리고 판타지가 적당히 섞인 퓨전 소설이다. 전시된 악어를 보러 간 한 사내가 악어에게 잡아먹힌다. 그의 부인과 상인은 악어의 처리를 두고 신경전을 벌인다. 그때 악어의 뱃속에서 사내의 목소리가 들려온다. 그는 살아 돌아 올 수 있을까? 말이 되는 것 같기도 하고 전혀 말이 안 되는 것 같기도 한 이야기가 재치 있게 연결되면서 결국은 당시 러시아 관료주의의 허랑방탕함을 비판하고 인간의 비속한 심성을 적나라하게 드러낸다."
어디에도 속하지 않은 폴의 하루 <라스트 북스토어>,임재희 저,"“모든 문은 잠기고 모든 이는 잠들었으리 깊고 검은 웅덩이는 뒤뜰에 있고 치어들은 어항에서 자라네 깨어 있는 사람은 오직 나 혼자이리” 2013년 첫 장편소설 『당신의 파라다이스 』로 제9회 세계문학상 우수상을 받은 작가 임재희의 소설집. 한국인 이주민들의 신산한 삶을 묘파한 임재희의 세 번째 작품이자 첫 번째 소설집이다. 그동안 임재희는 구한말 조선인들의 하와이 이민을 소재로 한 장편소설 『당신의 파라다이스 』에서 사탕수수 집단농장에서 펼쳐지는 네 남녀의 엇갈린 운명을 그려내 “한국 이민소설 장르의 새 장을 여는 이정표”라는 평가를 받았으며, 두 번째 장편 『비늘 』에서는 소설을 쓰는 삶과 그 시간에 대한 고뇌와 그리움을 통해 글쓰기의 본질을 찾아가는 여정을 보여주었다. 강원 철원에서 군인의 딸로 태어나 21세 때인 1985년에 하와이로 이민을 떠난 그녀는 스스로 “미국인과 한국인의 중간에 선 ‘경계인’”이라고 밝힌 바 있는데 “영어로 의사소통은 하지만 거기에선 아무런 ‘냄새’도 나지 않”으며, “한국어는 정서적으로 교감할 수 있는 유일한 언어”라고 술회하기도 했다. 『어디에도 속하지 않은 폴의 하루 』에서 작가는 전작과 마찬가지로 이민자인 서술자를 내세워 이국적이고 낯선 삶의 풍경을 섬세하게 그려내면서도, ‘미국으로 간 이민자’, ‘한국으로 돌아온 귀환자’, 그리고 ‘한국에서 사는 한국인’이라는 세 부류의 인간형을 통해 ‘경계인’ 또는 ‘주변인’의 개념을, 어느 곳에도 완전히 속하지 못하는 운명에 처한 사람들까지로 확대하고 있다. 그런데 작가는 이 경계인 또는 주변인에 대하여, 단순히 세상으로부터 소외되거나 배제된 자들에 국한하지 않는다. 어느 한곳에 정주하지 못한 채 끊임없이 떠도는 그들을 통해 구획된 장소 너머의 공간에 대해 사유하는 힘을 지닌 존재로 그려냄으로써, “한국도 미국도 아닌 현재 서 있는 곳”이 결국 내가 존재하고 있는 곳이라는 실존적 자각으로 이끌고 있는 것이다."
[단편] 칠면조와 달리는 육체노동자,천명관 저,"천명관은 그 이름 자체로서 힘이 넘치고 독자를 유쾌하게 만드는 작가이다. ‘희대의 이야기꾼’으로서 등단 이후 꾸준히 ‘폭발하는 이야기의 힘’을 선보여온 작가 천명관이 7년 만에 두번째 소설집 『칠면조와 달리는 육체노동자』를 선보인다. 풀리지 않는 인생, 고단한 밑바닥의 삶이 천명관 특유의 재치와 필치로 살아나는 여덟편의 이야기를 읽다보면 여전히 웃음이 나면서도 어느 순간 가슴 한구석이 턱, 막히는 먹먹한 감동을 얻게 되고 그 여운은 진하게 오래 남는다. 그사이 천명관의 유머에는 따뜻한 서정과 서글픈 인생에 대한 뜨거운 위로가 더해졌고, 통쾌한 문학적 ‘한방’은 더욱 강렬해졌다. 「칠면조와 달리는 육체노동자」 한때 잘나가던 트럭운전사였지만 지금은 노가다 일을 하는 중년의 이혼남 ‘경구’는 냉동창고에서 일을 하다 우연히 거대한 냉동 칠면조고기를 받게 된다. 버리고 싶어도 버릴 수 없고 ‘지독하게도 따라오는’ 칠면조를 들고 다니던 경구는 길에서 만난 빚쟁이를 칠면조로 흠씬 두들겨 패주면서 묘한 카타르시스를 느끼는데……"
다락방이 있는 집,안톤 체호프 저,과거의 기억을 떠올리는 어느 화가의 사랑에 대한 기억을 얘기하는 동시에 당시 사회상을 담고 있습니다. 
김만중의 구운몽,김만중 저,"육관대사의 제자 성진은 속세에서 부귀영화를 누릴 수 없는 신세를 한탄하다가, 저승으로 떨어지게 된다. 이후 인간세계에 다시 태어나 ‘양소유’로서 살아가게 되는데……. 한 편의 영화 같은 성진의 삶을 함께 들여다보자."
사씨남정기 2,김만중 저,"“조선 사회의 모순과 실상, 권선징악” 조선 후기 숙종 15년에서 18년사이 쓰여진 고전소설로, 중국을 배경으로 일부다처제의 가정에서 벌어지는 내용을 소설화한 것으로, 숙종이 인현왕후를 폐출하고 장희빈을 중전으로 책봉한 사건에 대하여 숙종이 미혹됨을 깨닫고 모든 것을 원상으로 회복시키기 위한 목적을 담고 있다. 사씨남정기는 정실부인 사씨를 고매한 부덕한 소유자로, 첩 교씨를 간교한 여인으로 설정하였다. 이러한 대립적 인물 설정은 여주인공 사씨의 인격을 강조하기 위한 것으로, 인현 왕후를 옹호하다 귀양을 가게 된 김만중이 인현왕후 폐위의 부당성을 풍자한 것으로 볼 수 있으며, 아울러, 권선징악의 교훈적 의미를 나타내고 있다."
유리로 만든 개,프랭크 바움 저,오즈 시리즈의 작가 프랭크 바움이 쓴 마법 단편!  -마법사가 유리 개 위에서 마법 주문을 외우자 놀랍게도 유리 개는 곧바로 꼬리를 흔들고 알았다는 듯이 왼쪽 눈을 찡긋거리면서 마침내 무시무시하게 짖어댔다.
한 송이 포도 - 일본 중단편 고전문학,아리시마 다케오 저,엄선한 일본 근현대 중단편 문학의 정수! 그림을 좋아하는 나는 친구의 고급 물감에 마음이 끌린다. 그리고 자신도 모르게 친구의 물감에 손을 대고 만다. 아리시마 다케오의 대표작으로 순수한 소년의 마음을 그린 동화.
블랙 피터의 죽음,아서 코난 도일 저,"바다표범 사냥꾼의 의문의 죽음! 오두막에 남겨진 범인의 흔적을 둘러싼 미스터리, 진짜 범인은 누구인가! 추리 걸작선 셜록 홈즈 시리즈 [블랙 피터의 죽음]입니다."
차 한 잔,캐서린 맨스필드 저,"한 여자의 미묘한 질투의 감정을 재치있게 표현하고 있습니다. 길에서 떨고 있던 아가씨를 집으로 데려온 로즈메리, 돌봐 주고 편안하게 해줄 생각이었죠."
박지원의 광문자전,박지원 저,"구걸을 하며 먹고 사는 걸인 광문은 다른 걸인을 죽였다는 오해를 받고, 걸인 소굴에서 쫓겨나게 된다. 쫓겨난 광문은 우연히 약방에서 일하게 되고, 어느 날 약방 주인으로부터 도둑질을 했다는 오해를 받게 되는데……. 박지원의 <광문자전>을 재구성한 작품이다. 심성이 착하기로 유명한 광문의 우여곡절 많은 인생 이야기를 들여다보자."
