titles,authors,informs
[단편] 매장,김사과 저,"분노하는, 분열하는 아이와 청춘들 소설집 첫머리에 실린 단편 「영이」는 부모의 심각한 불화와 폭력 속에서 고립감과 좌절에 휩싸인 아이의 내면을 충격적으로 그린 등단작이다. ‘영이’가 여럿으로 분열하는 인상적인 도입부와 ‘개 같은 아빠’가 정말로 개가 되어버리는 당돌한 결말 등에서 보이는 과감한 극적 장치와 형식실험, 그리고 그를 통해 표출되는 가족에 대한 동정 없는 경멸과 선혈이 낭자한 폭력 묘사는 김사과라는 ‘무서운 아이’의 출현을 알리는 신호탄이었다. 또한 그것은 앞으로 김사과 소설에서 벌어질 온갖 분노와 폭력과 살인에 대한 예고이기도 했다. 『02』은 실로 미쳐날뛰는 일탈과 폭력의 전시장이라 해도 과언이 아니다. 이어지는 단편 「과학자」에서 고추장에 대한 망상에 사로잡힌 채 고추장을 탐식하던 ‘나’는 거식증인 여자친구가 고추장을 먹기를 거부하자 그녀의 몸에 고추장을 마구 발라 ‘붉은 찰흙으로 빚은 인형’을 만들어버리고, 「이나의 좁고 긴 방」의 ‘이나’는 도움을 청하는 할머니를 목 졸라 죽인 뒤 할머니의 환영과 집에서 아무렇지도 않게 대화를 나눈다. 「준희」의 ‘나’는 자신에게 폭력을 휘두르고 훈계를 늘어놓는 선생을 칼로 찔러 죽이는 상상을 하고, 나중에 선생이 정말로 죽었다는 소식을 듣고는 뛸 듯이 기뻐한다. 몰락한 주변부 청춘인 「나와 b」의 단짝 ‘나’와 ‘b’는 함께 지내던 깡패가 본드를 불다 죽자 쓰레기장에서 그의 시체를 ‘파리처럼’ 불태워버린다."
아를의 여인,알퐁스 도데 저,"아를에서 보게 된 한 여인을 사랑한 아들, 하지만 그녀에겐 다른 남자가 있었는데... 아들을 그리워하는 노부부의 슬픈 사연"
사랑의 집,아그네스 자퍼 저,"일곱 남매를 둔 페플링씨 가족의 성장 이야기 1906년, 독일의 작가 아그네스 자퍼의 대표작이다. 그녀는 남편이 일찍 세상을 떠나자 집을 뷔르츠부르크로 옮기고 아이들을 위한 소설을 쓰기 시작했다. 그렇게 홀로 다섯 남매를 기르며 얻은 경험을 바탕으로, ‘사랑의 집’은 아이들에 대한 깊은 애정과 이해에서 시작되었다. 작품 속 등장인물 페플링씨는 성질은 급하지만, 쾌활하고 명랑한 사람이다. 그리고 어머니는 착실하고 다정한 사람이어서 항상 자식들을 격려하며 용기와 희망을 주었다. 비록 자기 집 없이 셋방살이하는 처지지만, 온 식구들이 서로를 사랑하며 돕고 위로하며 살아가는 모습은 현대를 사는 전형적인 서민의 가정을 보는것 같아서 더욱 큰 관심을 불러일으켰다. 또한, 이 작품에서는 부모는 자녀를 사랑하고, 자녀들은 부모를 공경하며, 형제들은 서로를 믿었을 때 그 집안에 평화와 행복이 깃든다는 것을 강조하고 있다. 그래서 어린이뿐 아니라 어른들도 읽고 즐길만한 가정 소설이다."
에밀과 탐정,에리히 캐스트너 저,"꼬마 탐정들이 벌이는 흥미진진한 추리와 모험 ‘에밀과 탐정’은 1929년, 독일에서 출간된 에리히 케스트너의 아동 장편 소설로, 당대 베를린을 배경으로 한다. 시골에서 상경한 12살짜리 학동 에밀이 도둑맞은 140마르크를 찾기 위해 한 무리의 베를린 아이들과 함께 ""탐정단""을 만들어 도둑을 추적하는 이야기다. 작품 속 주인공인 ‘에밀’은 독일의 작은 시골 마을에서 홀어머니와 단둘이 사는 착한 모범생이다. 어린 나이에도 불구하고, 엄마의 기분과 마음을 앞서 생각할 정도로 사려 깊다. 착한 에밀을 계속해서 괴롭혀 온 그 작은 죄책감은 시간이 지날수록 점점 더 비대해지는 이 사건에 결정적인 요소가 된다. 다른 누군가에게 도움을 요청할 수 없기에 그렇게 자기 스스로 범인을 추적하고 미행한다. 결국 ‘에밀과 탐정’에서 보여 주는 어린이들의 주체적인 생각과 행동들은 타인의 입장을 배려하고, 자신의 잘못을 인정할 줄 아는 에밀의 선한 성정에서 출발했다고 말할 수 있다. 에리히 케스트너는 독일의 현대문학을 대표하는 작가 중 한 명으로 일컬어지는 동시에, 그중에서도 드물게 유머와 풍자를 적재적소에 사용했던 작가로 알려져 있다. 또한, 당시 독일의 나치즘에 열렬히 저항했던 지식인이자 어린이의 심리와 마음을 그대로 담아낸 아동 문학가이기도 하다. 격변하는 사회 속 문제에 끊임없이 저항했던 그가 자신의 작품들을 통해 지속해서 이야기했던 주제는 인류애와 공동체, 정의, 그리고 현대 사회 속 이기주의에 대한 비판이었다. 그런 만큼 이번 ‘에밀과 탐정’에서도 아이들의 모험과 여정, 그리고 행동을 통해 이러한 가치들을 담아냈다."
[단편] 겨울 앞에서,현기영 저,"제주의 4월, 그곳에는 ‘순이 삼촌’이 있다 현대사에 빛나는 거장 현기영의 문학인생 40년 탄탄한 구성과 서정적인 묘사가 어우러진 중후한 문체로 제주도 수난의 역사를 애정어린 시선으로 파고들면서 특히 ‘4․3사건’의 역사적 진실을 복원하는 데 집중해왔던 현기영의 중단편전집(전3권)이 출간되었다. 동아일보 신춘문예 등단작 「아버지」(1975)부터 계간 『창작과비평』에 발표하면서 문단에 큰 파장을 불러일으킨 ‘4․3소설’의 최고봉이자 ‘4․3사건’ 그 자체라고도 할 수 있는 「순이 삼촌」(1978), 단편소설의 백미인 「마지막 테우리」(1994)까지 모두 30편의 중단편 작품(마당극 「일식풀이」와 희곡 「변방에 우짖는 새」 포함)을 개정해 새로운 장정으로 선보인다. 비록 과작이기는 하나 빼어난 문학적 성취를 보여준 현기영 소설의 정수를 일목요연하게 맛볼 수 있는 이 전집은 작가의 등단 40주년을 기념하는 동시에 그의 작품을 새롭게 조명하는 것이다. 역사에 대한 깊은 성찰과 인간에 대한 애정이 녹아든 명편들은 여전히 변함없는 감동을 자아내며 작가의 강직하고 사려깊은 문학적 삶은 묵직한 울림으로 다가온다. 첫째권 『순이 삼촌』에는 표제작을 비롯하여 10편의 소설이 실려 있다. 이중에서 오랫동안 금기시했던 ‘4ㆍ3사건’을 최초로 세상에 알린 「순이 삼촌」, ‘그날’의 처절한 현장을 역사적 현재의 수법으로 절실하게 재현해낸 「도령마루의 까마귀」, ‘4ㆍ3사건’의 비극을 과거의 역사가 아니라 현재적 사건으로 부각시킨 「해룡이야기」 등 초기 3부작이 돋보인다. ‘폭도’에 가담한 아버지를 둔 소년의 불안한 심리를 묘사한 등단작 「아버지」 역시 ‘4․3사건’과 맞닿아 있다. 특히 대표작 「순이 삼촌」은 학살 현장에서 기적적으로 살아났으나 환청과 신경쇠약에 시달리다가 결국은 자살하고 마는 ‘순이 삼촌’의 삶을 되짚어가는 과정을 통해 30년 동안 철저하게 은폐된 진실을 생생히 파헤친 문제작으로, 한국 현대사와 문학사에서 길이 남을 작품으로 꼽힐 만하다. 이밖에 지식인의 고뇌와 개인의 무력감을 섬세하게 그린 「아내와 개오동」, 소시민의식을 역설적으로 비판한 「동냥꾼」 등은 작가의 사회의식이 잘 드러나 있으며, 개인의 의식세계를 미학적으로 파헤친 「꽃샘바람」 「초혼굿」 「겨울 앞에서」 등에서는 초기 소설의 경향을 엿볼 수 있다. 조선시대 지배계급의 부정부패를 통렬하게 풍자한 「소드방놀이」는 탁월한 상상력과 상징성으로 오늘의 세태를 정곡으로 찌른다."
사모님,안톤 체호프 저,"예나 지금이나 청탁이 사회적인 문제가 되는 모양입니다. 러시아도 예외는 아니었나 보죠. 교육감 페트로비치는 뜻하지 않게 목소리에 문제가 생긴 교사, 브레멘스키에게 새로운 자리를 마련해 주려고 합니다. 안톤 체호프의 단편소설"
최변호사,최민구 저,"""쓸데없는 생각 마시고 저만 믿으세요"" 발리 나이트 승소 사건 모르십니까? 저… 서초동 최변호사 입니다. 이름 : 최민구, 직업 : 대한민국 변호사, 경력 : 최연소 사법고시 합격. 미국 현지 로펌에서 근무 특이사항 1. 처음 만난 여자 한테 자신의 팬티 보여주기가 특기. 2. 법정에서 짱구 춤 추기. 3. 틈만 나면 술 마시고 짱박히기. 특이 사항이 너무 많아서 다 적을 수 없음. 최변호사의 특이사항이 궁금한 사람은 직접 최변호사를 만나보시길… 그래도 한번 맡은 변호는 승소시키는 능력은 있음."
"서검은구록, Part 1 (書劍恩仇錄 1) (중국어)",JinYong (김용) 저,"Qing 왕조의 Qianlong 황제 시절, Qing 정부를 전복하고 Ming 정부를 부활시키려는 Red Flower Society는 강력한 조직이 된다. 네번째 지도자, Wen Tailai는 법원관리인 Zhang Zhaozhong에게 검거된다. Wen Tailai를 구하기 위해 Red Flower Society의 Chen Jialuo가 다른 영웅들과 함께 Zhang Zhaozhong의 흔적을 쫓던 중 우연히 Qianlong 황제가 사실 한족임을 알게된다. 그들은 몇 차례의 좌절 끝에 마침내 Zhang Zhaozhong를 격파하고 Wen Tailai를 구출한다. 그리고 Qianlong 황제를 납치하여 Liu he Pagoda에서 인질로 잡고 Man에 대한 반란을 일으켜 한을 되살리자고 설득한다."
허윤정이 읽는 현덕의 남생이,현덕 저,"[100인의 배우, 우리 문학을 읽다] 오디오북 시리즈는, 최민식 문소리 정진영 강부자 등 우리 시대를 대표하는 배우 103명이 한국 근현대문학의 주요 중단편소설 100편을 낭독한 프로젝트입니다. ≪남생이≫는 동화작가 현덕의 실질적 등단작으로 1938년 ≪조선일보≫ 현상공모 당선작이다. 인천 부둣가를 배경으로 병든 아버지와 들병장수인 어머니, 소년 ‘노마’로 구성된 도시빈민 가족의 이야기를 통해 식민지의 질곡 속에서 아등바등 살아가는 하층민의 모습을 그렸다. 어린 노마의 존재로 희망의 끈을 놓치는 않는다."
행복한 왕자 (세계환상문학걸작선 제1권),오스카 와일드 저,"지난 100여 년 동안 전 세계 어린이들에게 가장 널리 사랑받아 온 걸작 동화 중 한 편이다. 가난한 이들을 위해 자신을 돌보지 않고 아낌없이 베푸는 왕자와 제비의 감동적인 이야기다. 19세기 말 물질주의가 만연한 영국 사회에서 자기희생의 정신을 아름다운 문체로 그려냈다. 가난한 이의 고통을 자신의 아픔으로 느끼는 인간이 소유를 포기하고 사랑을 선택할 때, 인생은 얼마나 아름다워질 수 있는가를 절실하고 투명하게 보여준다."
[단편] 첫사랑,최진영 저,"등단 이후 장편소설을 통해 박력있는 서사를 선보이며 독자를 사로잡아온 소설가 최진영의 첫 번째 소설집. 10편의 수록작은 각각 서로 다른 이야기와 분위기를 구축하면서 폭력과 착취가 상존하고 욕망과 불확실성이 넘실거리는 이 세계 속에서 살아가는 약자들에게 정면으로 시선을 던진다. 주제의식이 투철하고 강렬한 인상을 갖추었으면서도 하나같이 탄탄한 구성과 밀도있는 문장이 뒷받침된 빼어난 작품들이다. 「첫사랑」 주인공 ‘나’는 10년 전 여고생 시절을 추억한다. 나에게는 자신을 좋아하는 ‘Y’와, 자기가 좋아하는 ‘J’가 있다. Y의 서툰 애정공세에 응하면서도 J를 향한 마음을 몰래 키워가는 나는 하루에도 몇번씩 혼자 산을 오르는 J를 찾아 두리번거리곤 한다. 어느날 나는 용기를 내어 J의 뒤를 쫓아가고 J에게 말을 걸어보는데……"
[요약] 천일야화(아라비안나이트),앙트완느 갈랑 저,"왕비의 부정을 목격한 샤리야르 왕은 여자들에 대한 불신의 마음을 품고, 잔인한 복수를 시작한다. 매일 밤, 젊은 처녀를 한 명씩 불러 잠자리를 같이하고는 다음날 죽여버리는 일을 3년간이나 일삼은 것이다. 왕에게 쏟아지던 칭송과 축복의 소리는 사라졌고, 나라 안에는 왕을 향한 분노만이 가득하게 되었다. 더 이상의 불행을 막기 위해 대신의 딸, 세헤라자데가 나선다. 왕과의 첫날밤, 그녀는 왕에게 흥미진진한 이야기를 들려주며 절정 부분에서 “다음 이야기는 내일 밤에…”라며 아쉽게 말을 멈춘다. 이야기의 행방이 궁금해진 왕은 세헤라자데를 죽이지 못하고, 목숨을 담보로 한 그녀의 이야기는 천일일(1001) 동안 계속된다. 무수한 책을 읽었던 세헤라자데는 여성으로서 보기드문 용기과 지혜를 가지고, 중세 이슬람에서 태어난 도시 사람들의 빈부귀천의 격차를 뛰어넘는 종횡무진한 활약상, 희비가 엇갈리는 다양한 인생사, 끝없는 꿈과 로맨스, 변화무쌍한 모험과 환상, 경이로운 마법의 이야기를 펼쳐 왕을 매혹시킨다. 결국, 죽음의 상황에서 빠져나오기 위해 세헤라자데가 출구 전략으로 택한 이야기는 효과적으로 끝나고, 그녀를 끝으로 다른 여성의 피해는 더 이상 없게 된다. 왕은 자신의 잘못된 시각을 바로잡고 야만스런 행위를 중단하며 진정한 인간으로 거듭난다. 폭군이었던 왕이 변화된 것이다. 왕의 사랑을 얻은 세헤라자데는 이후 왕비가 되고 나라는 태평성대를 이룬다."
토끼전,작가미상 저,"바닷속 용왕이 큰병을 얻어, 토끼의 간을 달여 먹지 않으면 죽을 위기에 처한다. 바다와 육지를 오갈 수 있는 자라는 토끼를 찾아 육지로 향하는데……. <토끼전>을 재구성한 작품이다. 꼼짝없이 간을 빼앗기고 죽게 된 토끼의 운명을 자세히 들여다보자."
우주전쟁,허버트 조지 웰스 저,"인간의 오만함과 무지에 대한 진지한 비판 그리고 외계 생명체에 대한 깜짝 놀랄 만한 상상력 《타임머신》, 《투명 인간》의 작가 허버트 조지 웰스가 초대하는 상상 세계로의 여행! 나는 화성을 관측하다가 그곳에서 커다란 불길이 치솟는 것을 본다. 얼마 뒤, 원통 모양의 낯선 물체가 지구에 떨어지고 그 물체 속에서 커다란 문어처럼 생긴 괴물 화성인이 등장한다. 사람들은 큰 관심을 보이며 화성인에게 가까이 다가가지만 화성인은 생각지도 못한 무기로 사람들을 마구 공격하기 시작한다. 화성인은 왜 지구에 왔을까? 인류는 과연 어떠한 미래를 맞이하게 될까? “이 넓은 우주에 우리뿐이라면 그것은 공간의 낭비다.” 영화 [콘택트]에서 별을 좇는 과학자가 남긴 말이다. 오래 전에 이와 비슷한 생각을 한 사람이 또 있었으니 그것은 바로 영국 과학 소설의 대가 허버트 조지 웰스다. 《타임머신》, 《투명 인간》의 작가로도 유명한 허버트 조지 웰스는 《우주 전쟁》이라는 작품으로 우주에는 사람 말고도 사람 이상으로 지능이 높은 다른 생명체가 존재할 수 있으며, 그것이 우리에게 위협이 될 수 있음을 처음으로 경고했다. 더불어 이제는 친숙한 소재인 ‘우주 전쟁’이라는 개념을 최초로 도입하기도 했다. 《우주 전쟁》은 철학을 공부한 학자이자 연구자인 주인공이 화성을 관측하다가 그곳에서 커다란 불길이 치솟는 것을 보고 나서 마을에 떨어진 원통 모양의 우주선을 발견한 데서 시작한다. 사람들은 이 낯선 물체에 호기심을 가지고 접근한다. 하지만 그 속에서 나온 것은 커다란 문어처럼 생겼으며 금속으로 된 촉수와 다리가 달린 외계의 생명체, 즉 화성인이다. 화성인은 하얀 깃발을 들고 우호적으로 접근하는 사람들과는 달리 무차별적인 공격을 퍼부으며 사람들을 죽이고 주변을 파괴한다. 화성인이 이용하는 광선과 독가스 등은 사람이 미처 알지 못하는 무기여서 지구인은 속수무책으로 당하고 급기야 런던을 버리고 피란을 떠나기에 이른다. 작품이 출간되던 당시는 과학이 급속도로 발달하여 과학에 대한 신뢰가 오만으로 치달을 때였다. 웰스는 빼어난 상상력으로 이러한 인간의 오만함을 비판하고 눈앞에 드러난 것밖에 모르는 무지를 지적하며 좀 더 겸손하게 현재를 성찰할 필요가 있음을 이야기한다. 오랜 시간이 지나 오늘날 우리는 화성에 지구를 공격할 만한 생명체가 살지 않는다는 것을 알고 있다. 그렇다고 해서 이 작품의 생명력이 끝났는가 하면 그렇지는 않다. 우주는 무한히 넓고 사람의 힘이 닿는 곳은 여전히 턱없이 좁기 때문이다. 과학이 발달하면 발달할수록 새롭게 깨닫는 것은 그럼에도 불구하고 우리는 아직 모르는 것이 너무나 많다는 사실인 것이다."
별의 아이,오스카 와일드 저,"추운 겨울밤 나무꾼은 빛나는 별이 떨어진 버드나무 숲에서 어린아이를 발견합니다. 
[별의 아이]입니다. "
조선 검객 무운행장기,유재주 저,"검(劍)과 선(禪)을 화두로 펼쳐지는 어느 검객의 이야기! 검의 진리를 찾아 유랑하는 무운이라는 법명을 가진 검객의 일생을 그린 소설. 소년왕 고종이 등극하고 천하를 호령하던 흥선대원군이 섭정을 하던 구한말에서 일제의 식민치하를 시대적 배경으로 하여, 절대 검의 진리를 찾아 유랑하는 조선의 검객 '무운'의 행로를 그리고 있다. 어린 시절 우연히 목도하게 된 할아버지의 검술 연습 장면, 그리고 일본인 검객들에 의해 가족이 처참하게 살해되는 과정에서 검(劍)과의 필연적인 운명을 맺게 된 주인공 윤파도(=무운)는 고아가 된 후 원주의 상원사라는 절에 맡겨지고, 이 곳에서 평생의 정신적인 스승인 영허(影虛) 스님을 만나게 되는데..."
이종혁이 읽는 찰스 워델 체스넛의 그랜디슨의 통과,찰스 워뎃 체스넛 저,"그랜디슨의 통과(The Passing of Grandison) 1899년에 발간된 단편소설집 ≪젊은 시절의 아내와 인종 갈등에 관한 이야기들≫에 실린 작품이다. 노예해방 전 도망 노예 문제를 소재로 미국 남부 백인 대농장주의 시각을 아이러니하고 유머러스하게 비판한다. 원제의 ‘Passing’은 단순하게는 통과, 탈주란 뜻이지만 노예에서 자유인으로의 존재 이전을 뜻하기도 한다."
판도라의 상자,너새니얼 호손 저,"세상이 처음 만들어졌을 때, 나이도 먹지 않고 아무런 걱정도 없었죠. 에피메테우스와 판도라가 사는 오두막에 놓인 상자를 판도라가 열어보기 전까지는 말이죠. "
박수영이 읽는 이반 투르게네프의 베진 초원,이반 투르게네프 저,"베진 초원(Бежин луг) 중단편집 ≪사냥꾼의 수기≫에 실린 작품 중 한 편이다. ≪사냥꾼의 수기≫는 귀족 사냥꾼의 입을 빌려 러시아의 대자연과 그 속에서 살아가는 다양한 인간들을 서정적으로, 한 폭의 수채화처럼 묘사하는 서술 방법으로 주목을 받았다. 그중 이 단편은 농촌의 아이들을 주인공으로 여름밤 들판에서 펼쳐지는 신비한 동화적 세계를 그린다."
뉴욕더스트,오승환 저,"통일을 눈앞에 둔 남과 북, 야쿠자들의 전쟁으로 황폐해진 일본, 내전 발발 직전의 분열된 중국, 세계의 경찰임을 자처하는 미국의 앞마당에서 벌어지는 첩보 기관들의 각축. 그 소용돌이 속에서 부서진 나를 되찾기 위해 몸부림치는 한 사내의 전쟁. 내 이름은 라훌라, 혹은 존 이엔, 그리고 이진후. 과거에 구속되어 거듭거듭 후회하는 자. 세계를 무대로 펼쳐지는 새로운 세대의 놀라운 충격을 만난다."
투명인간,허버트 조지 웰스 저,"《타임머신》, 《우주 전쟁》의 작가 허버트 조지 웰스의 세계적인 공상 과학 소설 잘못 휘두른 과학이 보여 주는 비극과 특별한 능력으로부터 빚어진 인간 소외 《투명 인간》은 《타임머신》, 《우주 전쟁》으로 유명한 영국의 과학 소설가 허버트 조지 웰스가 1895년에 발표한 작품이다. 자연 과학 지식과 독특한 상상력이 결합된 공상 과학 소설을 주로 쓴 허버트 조지 웰스는 작품을 출간할 때마다 큰 인기를 얻었다. 그중에서도 《투명 인간》은 사람이 공기처럼 투명해진다는 한 차원 높은 상상력으로 특히 많은 사랑을 받았다. 주인공 그리핀은 의학과 과학을 잘 아는 사람으로 과학 실험을 하던 도중 빛의 굴절과 반사를 이용하여 몸을 투명하게 만드는 약을 발명한 다음 스스로 그 약을 먹고 투명 인간이 된다. 사람들의 눈에 보이지 않게 되자 그리핀은 불을 지르고 돈을 훔치거나 사람을 죽이는 등 자신의 이익과 안전에만 집중하여 나쁜 짓을 저지른다. 비록 생각에 그치고 말았지만 세계를 지배하려는 욕망을 드러내기도 하며 악행의 수위와 규모도 점점 커져간다. 웰스는 극단적이고 이기적인 마음을 지닌 인간에게 첨단 과학이라는 무기가 쥐어졌을 때 어떠한 일이 벌어질 수 있는가를 일상 속 구체적인 상황으로 드러내어 보여 준다. 이러한 상황은 그로부터 40여 년 뒤에 벌어진 제2차 세계대전에서 비슷하게 현실화되어 나타나는데, 혹자는 전 세계를 공포에 떨게 만들었던 독재자 히틀러와 그리핀이 닮은 구석이 많다며 《투명 인간》의 주인공 그리핀을 히틀러와 같은 독재자라고 말하기도 한다. 또한 사람들의 눈에 보이지 않는 특별한 능력을 가지고도 자유를 얻는 것이 아니라 고립되고 차별당하는 모습을 통해 소외된 자의 고독과 소통의 중요성을 말하고 있다."
라면과 스테이크,황진순 저,"아버지의 사업이 하루 아침에 망하자 이를 악물고 돈벌이에 나선 미선. 10년 동안 <라면에 김밥>이라는 분식집을 운영하며 청춘을 바친다. 미선이 분식집에 청춘을 바치는 동안 그 옆에서 미선에게 청춘을 바치고 있는 남자, 강우. 방황하는 고교생이던 그는 미선과의 첫 만남에서 사랑에 빠졌고, 미선이 원하는 사람이 되어 그녀 옆에 남기 위해 묵묵히 10년째 무던히도 애를 쓰고 있다. 그러던 어느 날 한 남자와 마주 앉아 웃는 미선을 보고 강우가 억눌러왔던 감정을 터뜨리는데… 가족을 가녀린 어깨에 짊어지고 씩씩하게 살아가는 분식집 사장 나미선과 모든 여성들의 로망인 완벽한 조건의 연하남 강우의 사랑 이야기."
사생활 (세계환상문학걸작선 제1권),헨리 제임스 저,"지구상 최고의 휴양지 스위스의 한 호텔에 영국 사회의 내로라하는 저명인사 여섯 명이 함께 묵는다. 귀족 부부와 유명 작가, 연극계 스타와 그녀의 남편인 음악가, 그리고 화자. 그중에는 사생활이 전혀 없는 완전한 공인과 어떤 공적 생활도 하지 못하는 사인도 있다. 그들은 일상의 잡담과 연극 이야기를 주고받는다. 작가는 그들을 통해 세상이라는 무대를 훑고 지나가는 화려한 허무를 조롱한다."
모르그 가의 살인,에드가 앨런 포 저,"세계대표명작을 엄선하여 줄거리, 주제등을  성우의 목소리로 들려주는 세계 명작  보물창고!  오디오북을 통해 세계 대표명작을 만나 보세요."
최정원이 읽는 이동하의 인동,이동하 저,"[100인의 배우, 우리 문학을 읽다] 오디오북 시리즈는, 최민식 문소리 정진영 강부자 등 우리 시대를 대표하는 배우 103명이 한국 근현대문학의 주요 중단편소설 100편을 낭독한 프로젝트입니다. ≪인동≫은 1967년 신인예술상 모집에 수석 당선된 이동하의 단편소설이다. 두 남녀의 4주에 걸친 겨울여행을 좇아 현실의 무력감과 시련을 견뎌낼 수 있는 길을 찾아간다. ‘겨울’은 당시의 시대 상황을 비유하는 것으로 풀이된다."
사랑,기 드 모파상 저,주인공은 젊은 시절 사냥터에서의 기억을 떠올립니다. 사촌의 초대로 오리 사냥을 나간 주인공은 동이 틀 무렵 날아오르는 새를 향해 방아쇠를 당깁니다. 기 드 모파상의 단편소설
양미경이 읽는 박종화의 아랑의 정조,박종화 저,"[100인의 배우, 우리 문학을 읽다] 오디오북 시리즈는, 최민식 문소리 정진영 강부자 등 우리 시대를 대표하는 배우 103명이 한국 근현대문학의 주요 중단편소설 100편을 낭독한 프로젝트입니다. ≪아랑의 정조≫는 역사소설의 대가 박종화가 ≪문장≫ 1940년 12월호에 발표한 작품으로 ≪삼국유사≫의 ‘도미설화’를 각색했다. 아랑과 도미는 부부다. 아랑의 아름다움을 탐한 개루왕의 계략으로 도미는 눈이 멀고 아랑은 정조를 시험 당한다. 온갖 고난에도 굴하지 않는 민족정신을 일깨우려는 작가의 생각이 담겨 있다."
쓰시마에서 온 소녀,정명섭 저,"믿었던 이들과 칼을 겨눈 싸움 뒤에 나누어 가진 평화와 화해, 성장의 진정한 의미 오늘의 청소년문학 시리즈의 열 번째 권인 《쓰시마에서 온 소녀》는 고려 후기 화약을 들여와 개발한 최무선의 아들 최해산의 청소년 시절을 상상력을 불어넣어 재구성한 것이다. 최해산은 조선 초기 아버지와 같은 길을 걸으면서 화약제조법과 화약 무기를 개발하고, 왜구를 무찌르는 데 큰 공을 세운 인물이다. 정명섭 작가는 야사에 기록된 해산의 어린 시절을 소설적 재미와 반전, 역사적 상상력을 덧입혀 모험 가득한 청소년소설로 변화시켰다. 독자들은 해산이 이국에서 온 소녀 ‘설린’과의 만남으로 잊고 지낸 성장의 의미를 재발견해 나가는 모습과, 온정을 주고받던 스승과 친구를 적으로 만나고 마침내 다시 마음을 확인하는 치열한 과정 속에서 자연스럽게 평화와 화해의 의미를 다시 생각해 볼 수 있을 것이다."
[단편] 매장,김사과 저,"분노하는, 분열하는 아이와 청춘들 소설집 첫머리에 실린 단편 「영이」는 부모의 심각한 불화와 폭력 속에서 고립감과 좌절에 휩싸인 아이의 내면을 충격적으로 그린 등단작이다. ‘영이’가 여럿으로 분열하는 인상적인 도입부와 ‘개 같은 아빠’가 정말로 개가 되어버리는 당돌한 결말 등에서 보이는 과감한 극적 장치와 형식실험, 그리고 그를 통해 표출되는 가족에 대한 동정 없는 경멸과 선혈이 낭자한 폭력 묘사는 김사과라는 ‘무서운 아이’의 출현을 알리는 신호탄이었다. 또한 그것은 앞으로 김사과 소설에서 벌어질 온갖 분노와 폭력과 살인에 대한 예고이기도 했다. 『02』은 실로 미쳐날뛰는 일탈과 폭력의 전시장이라 해도 과언이 아니다. 이어지는 단편 「과학자」에서 고추장에 대한 망상에 사로잡힌 채 고추장을 탐식하던 ‘나’는 거식증인 여자친구가 고추장을 먹기를 거부하자 그녀의 몸에 고추장을 마구 발라 ‘붉은 찰흙으로 빚은 인형’을 만들어버리고, 「이나의 좁고 긴 방」의 ‘이나’는 도움을 청하는 할머니를 목 졸라 죽인 뒤 할머니의 환영과 집에서 아무렇지도 않게 대화를 나눈다. 「준희」의 ‘나’는 자신에게 폭력을 휘두르고 훈계를 늘어놓는 선생을 칼로 찔러 죽이는 상상을 하고, 나중에 선생이 정말로 죽었다는 소식을 듣고는 뛸 듯이 기뻐한다. 몰락한 주변부 청춘인 「나와 b」의 단짝 ‘나’와 ‘b’는 함께 지내던 깡패가 본드를 불다 죽자 쓰레기장에서 그의 시체를 ‘파리처럼’ 불태워버린다."
아를의 여인,알퐁스 도데 저,"아를에서 보게 된 한 여인을 사랑한 아들, 하지만 그녀에겐 다른 남자가 있었는데... 아들을 그리워하는 노부부의 슬픈 사연"
사랑의 집,아그네스 자퍼 저,"일곱 남매를 둔 페플링씨 가족의 성장 이야기 1906년, 독일의 작가 아그네스 자퍼의 대표작이다. 그녀는 남편이 일찍 세상을 떠나자 집을 뷔르츠부르크로 옮기고 아이들을 위한 소설을 쓰기 시작했다. 그렇게 홀로 다섯 남매를 기르며 얻은 경험을 바탕으로, ‘사랑의 집’은 아이들에 대한 깊은 애정과 이해에서 시작되었다. 작품 속 등장인물 페플링씨는 성질은 급하지만, 쾌활하고 명랑한 사람이다. 그리고 어머니는 착실하고 다정한 사람이어서 항상 자식들을 격려하며 용기와 희망을 주었다. 비록 자기 집 없이 셋방살이하는 처지지만, 온 식구들이 서로를 사랑하며 돕고 위로하며 살아가는 모습은 현대를 사는 전형적인 서민의 가정을 보는것 같아서 더욱 큰 관심을 불러일으켰다. 또한, 이 작품에서는 부모는 자녀를 사랑하고, 자녀들은 부모를 공경하며, 형제들은 서로를 믿었을 때 그 집안에 평화와 행복이 깃든다는 것을 강조하고 있다. 그래서 어린이뿐 아니라 어른들도 읽고 즐길만한 가정 소설이다."
