titles,authors,informs
안재욱이 읽는 유항림의 마권,유향림 저,"[100인의 배우, 우리 문학을 읽다] 오디오북 시리즈는, 최민식 문소리 정진영 강부자 등 우리 시대를 대표하는 배우 103명이 한국 근현대문학의 주요 중단편소설 100편을 낭독한 프로젝트입니다. ≪마권≫은 평양의 모더니스트 그룹 ‘단층’의 동인으로 활동한 유항림이 1937년 동인지에 발표한 단편소설이다. 방황하는 지식인과 안주하는 지식인을 등장시켜 1930년대 후반 일제 군국주의의 물결에 휩쓸린 조선 청년들의 정신적 갈등과 지식인 사회의 나약함을 자기비판한다. 작가 자신의 경험이 녹아든 자전적 성격이 강한 작품이다."
[요약] 병신과 머저리,이청준 저,"『병신과 머저리』는 작가에게 1966년도 동인문학상을 안겨준 작품으로 실질적인 그의 출세작이라 할 수 있다. 이 소설은 이청준에게 매우 중요한 작품인데, 요컨대 그것은 작가의 초기세계를 대변하는 인물과 후기세계를 대변하는 인물 간의 대립이 아주 섬세하게 그려져 있기 때문이다. 아울러 이 작품은 소설에서 지적인 재미를 추구하려는 이청준의 작가적 특성이 잘 나타나고 있다."
이지하가 읽는 이제하의 유자약전,이제하 저,"[100인의 배우, 우리 문학을 읽다] 오디오북 시리즈는, 최민식 문소리 정진영 강부자 등 우리 시대를 대표하는 배우 103명이 한국 근현대문학의 주요 중단편소설 100편을 낭독한 프로젝트입니다. ≪유자약전≫은 1969년 ≪현대문학≫에 발표한 이제하의 단편소설이다. 제목처럼 ‘유자’라는 한 여성화가의 짧은 일대기를 통해 물신성이 지배하는 현실에서 예술가의 존재 의미를 묻는 작품이다."
최서해의 탈출기,최서해 저,"20대 초반의 박군은 아내와 어머니를 데리고 간도로 이주를 간 남자다. 힘겨운 생활을 이어가던 중, 박군은 가족을 남겨둔 채 집을 나와 사회운동을 시작하게 되는데..... 최서해의 대표 단편소설 <탈출기>를 현대적 해석에 맞춰 재구성한 작품이다."
강애심이 읽는 마르그리트 유르스나르의 왕포는 어떻게 구원되었나,마르그리트 유르스나르 저,"왕포는 어떻게 구원되었나 (Comment Wang-Fô fut sauvé) 프랑스 소설이지만, 중국 도쿄 우화에서 영감을 받아 중국 한나라를 배경으로 한 신비로운 분위기의 이야기다. 제자 링과 함께 떠돌아다니던 화가 왕포는 어느 날 황제가 사는 궁궐로 잡혀가고, 황제는 왕포 눈을 불로 지지고 두손을 잘라버리라고 명령한다. 도대체 무슨 죄를 지었기에 황제는 그런끔찍한 벌을 내리는 걸까?"
쥘르삼촌,기 드 모파상 저,"다브랑쉬 가족은 가난하지만, 미국으로 돈을 벌러 간 쥘르 삼촌에 대한 희망을 안고 살아갑니다. 기 드 모파상의 단편소설"
윤상화가 읽는 윤정모의 밤길,윤정모 저,"[100인의 배우, 우리 문학을 읽다] 오디오북 시리즈는, 최민식 문소리 정진영 강부자 등 우리 시대를 대표하는 배우 103명이 한국 근현대문학의 주요 중단편소설 100편을 낭독한 프로젝트입니다. ≪밤길≫은 1985년 ≪창작과비평≫에 발표된 윤정모의 단편으로 우리 문학에서 소설로서 광주민주화운동을 최초로 다룬 작품이다. 항쟁의 마지막 날 광주를 빠져나온 시민수습위의 한 신부와 청년의 발길을 따라 광주의 이야기를 풀어낸다."
천사를 만난 바람,박성배 저,"어른들을 위한 동화 <천사를 만난 바람> 여러분은 바람을 본 적이 있나요? 나뭇 가지를 흔들고 지나간 자리에서, 강물이 스치고 지나간 자리에서, 또는 꽃잎을 살짝 떨구고 가는 자리에서 그 흔적을 느낄 뿐이죠? 그저 한 줄기 바람에 지나지 않았던 바람 하나가 생각과 감정을 갖게 되었다면요? 떨어지는 장미 꽃잎 하나에도 가슴 아파하고 혼자 있는 것이 외로운, 정말이지 못 견딜만큼 괴로운 바람 하나가 여러분 곁을 찾아갑니다. 지금 바로 여러분의 옷자락에 바람이 느껴질 거예요."
어긋난 사랑,막심 고리키 저,막심 고리키의 어긋난 사랑입니다. 원제는 필립 바실리예비치 이야기인데 제3자인 바실리예비치가 플라톤이란 젊은이의 슬픈 사랑 얘기를 들려줍니다. 여기서는 어긋난 사랑이란 제목을 붙였습니다.
나귀를 탄 소년,네스토어 T. 콜레 저,"이 오디오북은 한국출판문화산업진흥원(KPIPA)의 「2022년 오디오북 제작 지원」사업 선정작입니다. 독립출판 & 무명의 작가의 작품에 쏟아진 이례적인 반응 문학·심리학·철학 분야에서 고루 주목받은 놀라운 책! 독일 아마존 & 슈피겔 베스트셀러 꿈을 현실로 만드는 일은 얼마나 어려운 일인가. 모두가 꿈을 꾸지만 누군가는 힘에 부쳐 손에서 놓아버리고, 누군가는 꿈을 어리석은 자의 것이라 말하며 그저 의미 없는 기계 부품으로 살아가는 데 만족한다. 그러나 꿈은 용기 있는 자의 것이다! 꾸준히 길을 탐색하고 자신의 꿈을 믿고 나아간다면 반드시 마지막 종착지에 이르리라! 인생을 살면서 우리는 때때로 앞이 캄캄한 어둠에 사로잡히기도 하고, 어디로 나아가야 할지 방향을 잃어버리기도 한다. 누군가 또는 무엇인가 길라잡이를 해주면 좋으련만 현실은 그렇게 녹록한 것이 아니다. 인생의 길라잡이가 되어주던 아버지를 잃은 상실감은 톰의 삶을 송두리째 뒤흔들었다. 안전하고 미래가 보장된 일상도 그에게는 무의미했다. 무작정 집을 뛰쳐나온 톰은 목적지도 없이 길을 헤매다 우연히 근심이 없는 곳, 신비로운 산장 ‘네판테(Nepanthé)’에 도착한다. 네판테에서 난생처음 꿈을 꾸게 된 그는 꿈풀이 노인을 만나 삶의 의미를 찾기까지 세 번의 시험을 거쳐야 한다는 이야기를 듣는다. 과연 톰은 이 여행을 통해 깊은 상실감을 이겨내고 다시 홀로 설 힘과 지혜를 얻을 수 있을 것인가."
[단편] 남편,최진영 저,"등단 이후 장편소설을 통해 박력있는 서사를 선보이며 독자를 사로잡아온 소설가 최진영의 첫 번째 소설집. 10편의 수록작은 각각 서로 다른 이야기와 분위기를 구축하면서 폭력과 착취가 상존하고 욕망과 불확실성이 넘실거리는 이 세계 속에서 살아가는 약자들에게 정면으로 시선을 던진다. 주제의식이 투철하고 강렬한 인상을 갖추었으면서도 하나같이 탄탄한 구성과 밀도있는 문장이 뒷받침된 빼어난 작품들이다. 「남편」 어느날 ‘나’는 경찰로부터, 멀쩡히 출근했던 남편이 여고생 강간살인사건의 피의자로 입건되었다는 소식을 듣는다. 아내에게는 늘 일상에 힘겨워하면서도 내색하지 않는 안쓰러운 남편이었지만 그는 이내 주변 모두에게서 강력범죄자로 낙인찍히고, 그로 인해 아내마저 파트타임으로 일하던 마트에서 해고된다. 그럼에도 자신만은 남편을 믿고 보듬겠다고 면회 간 유치장에서 아내는 억울하다는 남편에게 자신도 모르게 분노를 폭발시킨다."
애비로드,최예지 저,"이 오디오북은 한국출판문화산업진흥원(KPIPA)의 ‘2021년 오디오북 제작 지원 사업' 선정작입니다. 폴앤니나 소설 시리즈 2권. 2016년 매일신문 신춘문예로 등단해 같은 해 현진건문학상을 수상하며 문단의 주목을 받은 최예지의 첫 소설집으로, 모두 7편의 소설이 실렸다. 그리고 네이버 그라폴리오 인기 작가 살구가 모두 열네 컷의 그림을 그렸다. 이 세상에 아이가 오려면 두 사람이 필요한데 왜 세상에는 미혼모만 있고 미혼부는 없을까. 무슨 이유에서건 아이를 혼자 기르는 아버지가 분명히 있기는 할 텐데 세상이 그들을 미혼부라고 딱 꼬집어 부르지 않는 것이 얄미워서 최예지는 이 소설을 쓰기 시작했다. 그래서 처음에는, 청년기에 몸을 막 굴리고 방탕하게 놀아난 대가로 개고생하는 남자를 보고 싶다는 다소 못되고 나쁜 생각으로 시작했는데, 쓰다 보니 소설 속 아버지에게 그만 정이 들어버렸다. 불확실한 세상에 단호하게 선을 긋고 자기한테 주어진 몫을 흔쾌히 끌어안을 수 있는 힘을 가진 사람, 그것이 행복의 모습이라는 생각이 들고 말았다. 이 사랑스러운 소설은 그렇게 태어났다."
한보경이 읽는 D.H. 로런스의 당신이 날 만졌잖아요,D. H. 로런스 저,"당신이 날 만졌잖아요(You Touched Me) 제목이 암시하듯이 ‘접촉’이라는 성적 모티프가 중요한 작품이다. 작가의 다른 작품처럼 이 소설 역시 여성을 폄하했다는 의혹과 함께 건강한 욕망, 생명력을 드러냈다는 찬사를 받는 문제작이다. 노처녀 두 딸과 함께 살고 있는 로클리 씨 집에 소년 시절 가출했던 양자 헤이드리언이 스물한 살의 청년이 되어 돌아온다. 두 딸은 여전히 청년을 무시하고, 아버지는 큰 딸과 헤어드리언의 결혼을 강요한다."
독도반환 청구소송,강정민 저,"'그날 새벽, 일본이 독도를 점령했다' 현직 변호사가 쓴 본격 재판소설 <독도반환 청구소송> 일본이 독도를 기습 침탈한 가상의 상황을 모티브로 이야기는 시작된다. 그간 독도의 주권을 놓고 정치적 사회적 공방만 가열되던 와중에 한국은 침탈이란 기습적 사건을 겪은 후 본격적으로 국제사법재판소에 제소함으로써, 이 오래된 역사적 공방을 객관적으로 심판받아 마무리 짓고자 한다. 그러나 한국과 일본 양측 모두 만만치 않은 논리와 역사적 증거자료들로 무장한 채 서면과 변론을 통한 치열한 법정싸움은 그칠 줄을 모른다. ‘독도는 우리 땅’이라는 한국인으로서의 주관은 철저히 배제한 채 최대한의 객관성을 유지하며 양측의 입장을 파헤치고자 이 소설을 써내려간 저자는 단순히 애국심이라는 주제보다, 재판이란 방식을 통해 독도문제의 진실을 들여다보는 것에 더 큰 무게를 두었다."
박윤희가 읽는 이반 부닌의 안토노프 사과,이반 부닌 저,"안토노프 사과 (Антоновские яблоки) 맑디맑은 초가을부터 첫눈이 내리는 초겨울까지, 사과 농사를 짓는 러시아 한 시골 마을 일상의 풍경을 담아냈다. 농노제가 폐지되고, 쇠락한 지주들은 사냥으로 명맥을 유지했다. 작가는 자기가 몸담고 있던, 숙명처럼 자기가 사랑하지 않을 수 없는 세계가 무너지고 있음에 슬퍼하고 안타까워하면서도 그 모든 현실을 덤덤히 받아들인다."
그 남자의 가출,손홍규 저,"인간 존재에 대한 치열한 탐구와 유쾌하면서도 탄탄한 서사로 자신만의 독특한 영역을 개척해온 작가 손홍규의 새 소설집 『그 남자의 가출』이 출간되었다. 2001년 『작가세계』 등단 이후 소설가로 살아온 지 십오년, 장편 『귀신의 시대』(2006) 『이슬람 정육점』(2010) 『청년의사 장기려』(2008) 『서울』(2014)과 소설집 『사람의 신화』(2005) 『봉섭이 가라사대』(2008) 『톰은 톰과 잤다』(2012)를 펴내며 성실하게 ‘쓰기’ 에 전념해온 작가의 네번째 소설집이다. 이번 소설집에 수록된 아홉편의 작품들은 ‘사람’이라는 공동의 목적지를 향해간다는 점에서 여럿인 채로 하나이다. 이번 손홍규의 소설집만큼 ‘사람’에 천착하는 소설은 흔치 않아 보인다. 작가는 ‘사람’에 배수진을 치고 깊은 응시와 모색을 통해 주제가 주는 진부함과 일상성을 넘어선다. 아울러 사람다운 삶의 기율에 대해 묻고 그것을 방해하는 현실의 부정함을 드러낸다. 결국 작가는 날로 가팔라지고 있는 세계의 경사진 현실을 형형한 눈으로 바라보며 ‘사람’에 대한 애정으로 소설과 소설을 둘러싼 현실에 따듯한 온기를 돌게 한다."
[야자나무 도적] 북방 체스,타니스 리 저,"전 세계 페미니즘 SF의 작은 박물관, 28편의 중단편을 엮은 《혁명하는 여자들》 완역판! 오늘날 SF 소설계에서 가장 인정받는 편집팀으로서 여러 상을 수상하기도 한 앤 밴더미어와 제프 밴더미어 부부가 선정하고 구성한 뛰어난 페미니즘 SF 선집이다. 1960년대 작품부터 동시대 작품까지 두루 포함하는 이 선집은 페미니즘 담론의 확장을 추구하는 동시에 상상력 넘치는 풍성한 생각거리로 독자들을 이끈다. 제임스 팁트리 주니어에서 은네디 오코라포르까지 새로운 전선으로 사고를 확장하라. 이 책은 SF와 페미니즘의 연관관계를 보여 주는 대담한 사례들을 모았다. 제임스 팁트리 주니어의 <나사파리 구제법>에서, 어슐러 K. 르귄, 조안나 러스, 옥타비어 버틀러로 이어지는 고전부터 은네디 오코라포르의 <야자나무 도적> 같은 풍자적인 작품까지, 이 영역의 작업들이 가지는 강렬한 집중도를 드러낸다. 캐서린 M. 밸런트와 같은 주목받는 작가들과 함께 반다나 싱, 히로미 고토 등 전 세계 작가들의 작품을 포함한 이 선집은 페미니즘의 다양한 목소리들을 담아낸다. 이 책은 동시대 소설과 페미니즘의 두 측면에서 새로운 전선들로 사고를 확장한다. 환상적인 작품에서 미래지향적 작품으로, 신비로운 작품에서 초현실적인 작품으로 옮겨가는 이야기들은 지금 우리가 접할 수 있는 어떤 책과도 다른 페미니즘을 향한 생각들과 감정들을 불러일으킨다. “이 책에 수록된 이야기들은 우리가 원했던 바로 그 일을 해낸다. 진부한 설정들을 찢어발기고, 젠더와 그 함의에 의문을 던지고, 풍자와 유머와 사회적 징후와 규정들에 대한 날카로운 지적 분석을 동반한 의도적 무지를 이용하여 정체성을 들여다본다.” - 마베쉬 무라드, <토르닷컴>"
[단편] 파란 책,최정화 저,2012년 단편소설 「팜비치」로 창비신인소설상을 수상하며 작품활동을 시작한 최정화의 첫 소설집 『지극히 내성적인』이 출간되었다. 일상 속의 균열과 파동을 예민하게 감지하는 작가 최정화가 등단 이래 활발한 활동으로 쌓아온 열편의 소설이 묶였다. 온전해 보이는 세계 안에 스며 있는 불안의 기미를 내성적인 사람들의 민감한 시선으로 날렵하게 포착해내면서도 유머를 잃지 않는 자세가 야무지고 미덥다. “독자들이 ‘최정화’라는 이름을 특별한 소설가의 이름으로 기억하리라”는 등단 당시의 심사평이 무색하지 않을 만큼 그녀의 첫 책은 독자들에게 각별하고 매력적으로 다가올 것이다.
